entity_id,date,crime_head,BriefFacts,split,crime_subhead,suggested_acts,suggested_sections
110,2025-02-19,assault,Incident of assault reported at HSR Layout Sector 2. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
111,2024-04-16,women_crime,Incident of women crime reported at Electronic City Phase 1. The reporting officer Officer Aarnav Sha proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
112,2026-03-06,fraud,Incident of fraud reported at HSR Layout Sector 2. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
113,2025-04-08,murder,Incident of murder reported at Malleshwaram 15th Cross. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for murder,"Indian Penal Code, 1860",302
114,2025-07-16,burglary,Incident of burglary reported at Yelahanka New Town. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
115,2024-11-08,cybercrime,Incident of cybercrime reported at Yelahanka New Town. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
116,2026-03-08,burglary,Incident of burglary reported at HSR Layout Sector 2. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
117,2025-07-11,assault,Incident of assault reported at Hebbal Flyover Junction. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
118,2023-06-27,cybercrime,Incident of cybercrime reported at Hebbal Flyover Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
119,2025-05-17,cybercrime,Incident of cybercrime reported at Electronic City Phase 1. The reporting officer Officer Harish Pandey proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
120,2023-04-09,vehicle_theft,Incident of vehicle theft reported at Indiranagar 100ft Rd. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
121,2025-04-10,assault,Incident of assault reported at MG Road Metro Junction. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
122,2023-06-01,cybercrime,Incident of cybercrime reported at Koramangala 5th Block. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
123,2025-10-30,burglary,Incident of burglary reported at MG Road Metro Junction. The reporting officer Officer Harish Pandey proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
124,2025-10-05,rioting,Incident of rioting reported at Koramangala 5th Block. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for rioting,"Indian Penal Code, 1860",147
125,2025-02-18,burglary,Incident of burglary reported at HSR Layout Sector 2. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
126,2024-01-05,vehicle_theft,Incident of vehicle theft reported at Yelahanka New Town. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
127,2026-02-22,vehicle_theft,Incident of vehicle theft reported at Jayanagar 4th Block. The reporting officer Officer Teerth Chaudry proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,General IPC Section,Indian Penal Code,Section 379 IPC
128,2026-05-10,chain_snatching,Incident of chain snatching reported at Koramangala 5th Block. The reporting officer Officer Teerth Chaudry proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
129,2025-01-08,fraud,Incident of fraud reported at Yelahanka New Town. The reporting officer Officer Udarsh Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
130,2023-12-13,vehicle_theft,Incident of vehicle theft reported at Koramangala 5th Block. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
131,2026-02-11,fraud,Incident of fraud reported at Jayanagar 4th Block. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
132,2026-05-14,assault,Incident of assault reported at Hebbal Flyover Junction. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
133,2025-11-21,chain_snatching,Incident of chain snatching reported at Indiranagar 100ft Rd. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
134,2025-12-20,burglary,Incident of burglary reported at Jayanagar 4th Block. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
135,2023-05-18,women_crime,Incident of women crime reported at Hebbal Flyover Junction. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
136,2023-02-26,assault,Incident of assault reported at Malleshwaram 15th Cross. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
137,2025-12-03,fraud,Incident of fraud reported at Hebbal Flyover Junction. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
138,2024-07-17,assault,Incident of assault reported at Whitefield ITPL Area. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
